Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,geo_norm,lat,lon
643693,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2019,1/1/19,16.27,,Flushing and Whitestone,40.768,-73.82048191711087
825830,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2022,1/1/22,18.1703003,,Upper West Side,40.78891752489024,-73.97505990095844
603100,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2017-18,12/1/17,14.31,,Rockaway and Broad Channel,40.590225,-73.79470850859974
643714,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2019,1/1/19,9.94,,Rockaway and Broad Channel,40.590225,-73.79470850859974
826077,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2022,1/1/22,11.36047467,,Rockaway and Broad Channel,40.590225,-73.79470850859974
165794,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2008-09,12/1/08,20.89,,Rockaway and Broad Channel,40.590225,-73.79470850859974
213278,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2013-14,12/1/13,22.58,,Rockaway and Broad Channel,40.590225,-73.79470850859974
411022,365,Fine particles (PM 2.5),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2016,12/31/15,7.78,,Kingsbridge Heights and Bedford,40.872656500000005,-73.88537620931126
169545,365,Fine particles (PM 2.5),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2013,6/1/13,10.7,,Sunset Park,40.63975939938125,-74.01895011289722
170455,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2013,12/1/12,7.61,,Rockaway and Broad Channel,40.590225,-73.79470850859974
742560,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2021,1/1/21,5.918832207,,Rockaway and Broad Channel,40.590225,-73.79470850859974
547765,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2017,1/1/17,6.32,,Rockaway and Broad Channel,40.590225,-73.79470850859974
168567,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2010-11,12/1/10,10.28,,Rockaway and Broad Channel,40.590225,-73.79470850859974
169334,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2009,6/1/09,9.6,,Rockaway and Broad Channel,40.590225,-73.79470850859974
643640,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2019,6/1/19,16.22,,Sunset Park,40.63975939938125,-74.01895011289722
336866,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2015,6/1/15,14.4,,Flushing and Whitestone,40.768,-73.82048191711087
667808,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2019-20,12/1/19,22.99,,Flushing and Whitestone,40.768,-73.82048191711087
823206,365,Fine particles (PM 2.5),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2021-22,12/1/21,6.790552345,,Upper West Side,40.78891752489024,-73.97505990095844
606059,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2018,1/1/18,6.06,,Rockaway and Broad Channel,40.590225,-73.79470850859974
742559,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2021,6/1/21,7.248801127,,Rockaway and Broad Channel,40.590225,-73.79470850859974
823566,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2021-22,12/1/21,5.964648061,,Rockaway and Broad Channel,40.590225,-73.79470850859974
169570,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2013,6/1/13,9.44,,Rockaway and Broad Channel,40.590225,-73.79470850859974
169511,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2012,6/1/12,9.41,,Rockaway and Broad Channel,40.590225,-73.79470850859974
411112,365,Fine particles (PM 2.5),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2016,12/31/15,7.26,,Flushing and Whitestone,40.768,-73.82048191711087
667850,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2019-20,12/1/19,17.49,,Rockaway and Broad Channel,40.590225,-73.79470850859974
643715,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2019,6/1/19,7.22,,Rockaway and Broad Channel,40.590225,-73.79470850859974
877256,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2023,1/1/23,9.361544124,,Rockaway and Broad Channel,40.590225,-73.79470850859974
877258,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2022-23,12/1/22,11.87774283,,Rockaway and Broad Channel,40.590225,-73.79470850859974
166030,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2012-13,12/1/12,18.77,,Rockaway and Broad Channel,40.590225,-73.79470850859974
167623,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2010,12/1/09,13.95,,Rockaway and Broad Channel,40.590225,-73.79470850859974
176652,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2012,12/1/11,23.43,,Williamsburg - Bushwick,40.699188862272806,-73.93189987480699
176676,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2012,12/1/11,12.47,,South Beach - Tottenville,,
825979,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2022,6/1/22,6.854871982,,South Beach - Tottenville,,
741094,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2020-21,12/1/20,19.77780206,,Southeast Queens,40.70134286190714,-73.73756793613347
213607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2014,12/1/13,20.33,,Sunset Park,40.63975939938125,-74.01895011289722
213784,365,Fine particles (PM 2.5),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2013-14,12/1/13,12.62,,Sunset Park,40.63975939938125,-74.01895011289722
823204,365,Fine particles (PM 2.5),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2022,1/1/22,6.101604201,,Upper West Side,40.78891752489024,-73.97505990095844
213809,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2013-14,12/1/13,9.87,,Rockaway and Broad Channel,40.590225,-73.79470850859974
606061,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2017-18,12/1/17,7.0,,Rockaway and Broad Channel,40.590225,-73.79470850859974
650059,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2019,1/1/19,5.59,,Rockaway and Broad Channel,40.590225,-73.79470850859974
823568,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2022,1/1/22,5.024423733,,Rockaway and Broad Channel,40.590225,-73.79470850859974
667809,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2020,6/1/20,11.06,,Flushing and Whitestone,40.768,-73.82048191711087
172094,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2009,6/1/09,16.05,,Southeast Queens,40.70134286190714,-73.73756793613347
336693,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2014-15,12/1/14,22.67,,Southeast Queens,40.70134286190714,-73.73756793613347
549977,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2017,1/1/17,17.2,,Bayside and Little Neck,40.7554365,-73.75751793475959
741111,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2021,1/1/21,14.30918095,,Bayside and Little Neck,40.7554365,-73.75751793475959
172099,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2009,6/1/09,17.8,,Bayside and Little Neck,40.7554365,-73.75751793475959
172745,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2013,12/1/12,17.46,,Bayside and Little Neck,40.7554365,-73.75751793475959
171657,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2010-11,12/1/10,27.47,,Bayside and Little Neck,40.7554365,-73.75751793475959
336708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2014-15,12/1/14,23.0,,Bayside and Little Neck,40.7554365,-73.75751793475959
412520,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2015-16,12/1/15,20.9,,Bayside - Little Neck,,
412521,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2016,6/1/16,12.73,,Bayside - Little Neck,,
172196,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2012,6/1/12,14.32,,Southeast Queens,40.70134286190714,-73.73756793613347
172230,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2013,6/1/13,14.59,,Southeast Queens,40.70134286190714,-73.73756793613347
602903,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2018,1/1/18,16.22,,Southeast Queens,40.70134286190714,-73.73756793613347
825880,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2021-22,12/1/21,18.59771003,,Southeast Queens,40.70134286190714,-73.73756793613347
602918,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2018,1/1/18,16.4,,Bayside and Little Neck,40.7554365,-73.75751793475959
825865,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2021-22,12/1/21,19.88914473,,Bayside and Little Neck,40.7554365,-73.75751793475959
172201,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2012,6/1/12,15.41,,Bayside and Little Neck,40.7554365,-73.75751793475959
172235,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2013,6/1/13,15.0,,Bayside and Little Neck,40.7554365,-73.75751793475959
412645,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2016,12/31/15,17.1,,Bayside and Little Neck,40.7554365,-73.75751793475959
740987,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2021,6/1/21,9.969849112,,Bayside - Little Neck,,
412438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2016,12/31/15,17.92,,Pelham - Throgs Neck,40.83240102038006,-73.84972267203008
176046,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2012,6/1/12,8.15,,South Beach - Tottenville,,
550106,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2017,1/1/17,16.39,,Sheepshead Bay,40.5929745,-73.95210167283199
166778,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2011,6/1/11,12.93,,Coney Island,40.583416,-73.97569594277643
826338,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2021-22,12/1/21,19.05259378,,Sheepshead Bay,40.5929745,-73.95210167283199
550154,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2017,1/1/17,16.49,,Queens Village,40.700231,-73.73734843046212
741288,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2021,1/1/21,14.62480522,,Queens Village,40.700231,-73.73734843046212
603095,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2018,1/1/18,16.26,,Queens Village,40.700231,-73.73734843046212
741287,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2021,6/1/21,10.40210304,,Queens Village,40.700231,-73.73734843046212
547714,365,Fine particles (PM 2.5),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2017,1/1/17,6.85,,Sheepshead Bay,40.5929745,-73.95210167283199
411129,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Summer 2016,6/1/16,7.08,,Queens Village,40.700231,-73.73734843046212
742555,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Winter 2020-21,12/1/20,6.621152709,,Queens Village,40.700231,-73.73734843046212
826072,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2021-22,12/1/21,18.77722805,,Queens Village,40.700231,-73.73734843046212
603049,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2017-18,12/1/17,19.88,,Sheepshead Bay,40.5929745,-73.95210167283199
826074,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2022,1/1/22,14.27800685,,Queens Village,40.700231,-73.73734843046212
643711,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2019,1/1/19,14.55,,Queens Village,40.700231,-73.73734843046212
603097,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2017-18,12/1/17,21.61,,Queens Village,40.700231,-73.73734843046212
334347,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Winter 2014-15,12/1/14,8.23,,Queens Village,40.700231,-73.73734843046212
547762,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2017,1/1/17,6.77,,Queens Village,40.700231,-73.73734843046212
742557,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2021,1/1/21,6.338519067,,Queens Village,40.700231,-73.73734843046212
877201,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2022-23,12/1/22,18.02621754,,Coney Island,40.583416,-73.97569594277643
877199,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2023,1/1/23,13.49860962,,Coney Island,40.583416,-73.97569594277643
411130,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2016,12/31/15,6.53,,Queens Village,40.700231,-73.73734843046212
606056,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2018,1/1/18,6.44,,Queens Village,40.700231,-73.73734843046212
823563,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Winter 2021-22,12/1/21,6.442329619,,Queens Village,40.700231,-73.73734843046212
742556,365,Fine particles (PM 2.5),Mean,ppb,CD,413,Queens Village (CD13),Summer 2021,6/1/21,7.801814418,,Queens Village,40.700231,-73.73734843046212
336884,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2015,6/1/15,12.07,,Queens Village,40.700231,-73.73734843046212
643712,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2019,6/1/19,13.03,,Queens Village,40.700231,-73.73734843046212
667844,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2019-20,12/1/19,20.17,,Queens Village,40.700231,-73.73734843046212
877255,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2022-23,12/1/22,17.795487,,Queens Village,40.700231,-73.73734843046212
877253,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2023,1/1/23,14.84317832,,Queens Village,40.700231,-73.73734843046212
172136,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2010,6/1/10,22.13,,South Bronx,40.82897900082442,-73.90858764516403
741091,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2020-21,12/1/20,20.87859767,,Jamaica,40.69275790210476,-73.77842814988229
650002,365,Fine particles (PM 2.5),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2019,1/1/19,5.98,,Coney Island,40.583416,-73.97569594277643
650008,365,Fine particles (PM 2.5),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2019,1/1/19,6.07,,Sheepshead Bay,40.5929745,-73.95210167283199
176088,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2013,6/1/13,7.62,,South Beach - Tottenville,,
168449,365,Fine particles (PM 2.5),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2008-09,12/1/08,10.19,,Rockaway and Broad Channel,40.590225,-73.79470850859974
649985,365,Fine particles (PM 2.5),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2019,6/1/19,8.9,,Sunset Park,40.63975939938125,-74.01895011289722
178535,365,Fine particles (PM 2.5),Mean,ppb,UHF42,204,East New York,Annual Average 2012,12/1/11,8.94,,East New York,40.66756843129575,-73.87902610438496
178542,365,Fine particles (PM 2.5),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2012,12/1/11,9.7,,Williamsburg - Bushwick,40.699188862272806,-73.93189987480699
178556,365,Fine particles (PM 2.5),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2012,12/1/11,8.55,,Bayside - Little Neck,,
178566,365,Fine particles (PM 2.5),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2012,12/1/11,8.28,,South Beach - Tottenville,,
179786,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,211,Williamsburg - Bushwick,2015,1/1/15,0.3,,Williamsburg - Bushwick,40.699188862272806,-73.93189987480699
177233,365,Fine particles (PM 2.5),Mean,ppb,UHF42,204,East New York,Winter 2010-11,12/1/10,11.75,,East New York,40.66756843129575,-73.87902610438496
177779,365,Fine particles (PM 2.5),Mean,ppb,UHF42,204,East New York,Summer 2009,6/1/09,10.08,,East New York,40.66756843129575,-73.87902610438496
177240,365,Fine particles (PM 2.5),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2010-11,12/1/10,14.57,,Williamsburg - Bushwick,40.699188862272806,-73.93189987480699
177786,365,Fine particles (PM 2.5),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2009,6/1/09,12.74,,Williamsburg - Bushwick,40.699188862272806,-73.93189987480699
178584,365,Fine particles (PM 2.5),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2013,12/1/12,9.36,,Williamsburg - Bushwick,40.699188862272806,-73.93189987480699
547432,365,Fine particles (PM 2.5),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2017,1/1/17,8.33,,Upper West Side,40.78891752489024,-73.97505990095844
177800,365,Fine particles (PM 2.5),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2009,6/1/09,9.87,,Bayside - Little Neck,,
178598,365,Fine particles (PM 2.5),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2013,12/1/12,8.08,,Bayside - Little Neck,,
742257,365,Fine particles (PM 2.5),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2021,1/1/21,6.290971464,,Bayside - Little Neck,,
742378,365,Fine particles (PM 2.5),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2020-21,12/1/20,6.407498086,,Bayside and Little Neck,40.7554365,-73.75751793475959
173663,365,Fine particles (PM 2.5),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2010,6/1/10,11.31,,Bayside and Little Neck,40.7554365,-73.75751793475959
173697,365,Fine particles (PM 2.5),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2011,6/1/11,11.04,,Bayside and Little Neck,40.7554365,-73.75751793475959
410952,365,Fine particles (PM 2.5),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2016,6/1/16,7.47,,Bayside and Little Neck,40.7554365,-73.75751793475959
410951,365,Fine particles (PM 2.5),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2015-16,12/1/15,7.43,,Bayside and Little Neck,40.7554365,-73.75751793475959
874806,365,Fine particles (PM 2.5),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2023,1/1/23,6.529592865,,Flatbush and Midwood,40.6319,-73.96150535216637
214138,365,Fine particles (PM 2.5),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2014,12/1/13,9.7,,Sunset Park,40.63975939938125,-74.01895011289722
334327,365,Fine particles (PM 2.5),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2015,1/1/15,8.48,,Flushing and Whitestone,40.768,-73.82048191711087
213961,365,Fine particles (PM 2.5),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2014,6/1/14,9.55,,Sunset Park,40.63975939938125,-74.01895011289722
649986,365,Fine particles (PM 2.5),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2018-19,12/1/18,8.02,,Sunset Park,40.63975939938125,-74.01895011289722
130428,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,404,Bayside - Little Neck,2013,1/1/13,1.6,,Bayside - Little Neck,,
